,uri,count,name,release_date,popularity,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
19755,spotify:track:7nemcVsXVFZF01iqpIIo2Y,12,It's a Long Way to the Top (If You Wanna Rock 'N' Roll),5/14/1976,70,FALSE,0.456,0.863,3,-3.551,1,0.0894,0.133,0.0538,0.0553,0.532,135.962,301227
19773,spotify:track:0eDQj41kzBhMKQIkTt6OJR,10,A Certain Romance,1/29/2006,63,FALSE,0.455,0.881,11,-5.587,1,0.0401,0.000566,6.06E-05,0.11,0.201,137.949,331200
19777,spotify:track:2x0supcZhd6NEH1nem9DnR,10,The Night They Drove Old Dixie Down - Remastered 2000,9/22/1969,65,FALSE,0.507,0.493,0,-8.786,1,0.0327,0.453,0,0.241,0.467,127.671,213267
19780,spotify:track:5NTZM8YYeKM2YsGSffVIge,10,Loser,3/1/1994,66,FALSE,0.615,0.616,6,-10.39,0,0.133,0.0399,0.000129,0.348,0.836,170.776,235000
19785,spotify:track:5DH7nDryMhpixm4G4B7RP9,25,The Longest Time,8/8/1983,65,FALSE,0.637,0.333,3,-9.603,1,0.0262,0.181,0,0.147,0.588,84.347,217907
19797,spotify:track:5CeL9C3bsoe4yzYS1Qz8cw,23,Girls and Boys,10/23/2000,68,FALSE,0.693,0.875,7,-8.354,0,0.0315,0.00971,0,0.0601,0.901,120.048,259387
19809,spotify:track:1qhp5owrFGeZ5Jgin28nwR,13,You've Got a Friend,1971,68,FALSE,0.474,0.263,8,-10.684,1,0.0336,0.88,4.45E-05,0.123,0.458,168.683,308973
19820,spotify:track:36gPq8WG7tDxrblyGVUCiT,15,Up Around The Bend,7/25/1970,71,FALSE,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467
19830,spotify:track:3K4r00KlXytLJDfuytngmx,11,Warwick Avenue,2008,65,FALSE,0.493,0.59,0,-5.814,0,0.0392,0.339,0,0.121,0.502,169.908,226387
19870,spotify:track:0hVXuCcriWRGvwMV1r5Yn9,58,I Don't Care (with Justin Bieber),7/12/2019,80,FALSE,0.798,0.676,6,-5.041,1,0.0442,0.0902,0,0.0894,0.843,101.956,219947
19871,spotify:track:7qiZfU4dY1lWllzX7mPBI3,87,Shape of You,3/3/2017,85,FALSE,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713
19872,spotify:track:34gCuhDGsG4bRPIf9bb02f,52,Thinking out Loud,6/21/2014,83,FALSE,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560
19881,spotify:track:1kPBT8S2wJFNAyBMnGVZgL,18,I'd Rather Go Blind,4/18/1968,68,FALSE,0.477,0.433,11,-6.473,0,0.0247,0.689,0.000195,0.151,0.611,82.52,156653
19891,spotify:track:3spdoTYpuCpmq19tuD0bOe,22,My Way,1969-03,72,FALSE,0.401,0.381,2,-7.458,1,0.0274,0.7,0,0.122,0.229,75.454,276800
19892,spotify:track:1HPJOoIVdUPuaebxzMrVaD,14,Words,2/7/2010,67,FALSE,0.535,0.789,10,-5.578,0,0.0549,0.372,2.66E-05,0.142,0.527,123.763,208283
19894,spotify:track:67WTwafOMgegV6ABnBQxcE,22,Some Nights,2/14/2012,71,TRUE,0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040
19895,spotify:track:480dDrqG7LO6qDaphHeXlM,30,Invisible Touch - Remastered,6/9/1986,67,FALSE,0.623,0.94,0,-5.731,1,0.0365,0.202,0.00184,0.0472,0.837,131.037,210133
19914,spotify:track:21YxK0klhpfLW8budkJaMF,23,Lust For Life,8/29/1977,69,FALSE,0.383,0.97,9,-5.638,1,0.0435,0.0276,0,0.0942,0.62,101.603,313926
19915,spotify:track:1GjbTNFImFrjFsNdleDe78,14,Never Tear Us Apart,1987,66,FALSE,0.664,0.613,0,-7.56,1,0.0273,0.00309,0.000128,0.175,0.193,96.6,184587
19927,spotify:track:4vpeKl0vMGdAXpZiQB2Dtd,38,White Rabbit,1967,69,FALSE,0.551,0.293,2,-12.503,1,0.0272,0.486,0.000273,0.0864,0.322,106.798,150640
19939,spotify:track:5IK2FtuC0qmHHam9sWFxUI,10,Who's Crying Now,1981,59,FALSE,0.57,0.554,9,-9.732,0,0.0288,0.0548,0,0.139,0.372,122.135,300147
19952,spotify:track:2nVHqZbOGkKWzlcy1aMbE7,18,Kashmir - 1990 Remaster,2/24/1975,70,FALSE,0.48,0.536,2,-11.166,1,0.0427,0.488,4.22E-05,0.155,0.581,80.617,508200
19955,spotify:track:2L93TdW2GMue1H2zlkt30F,11,Suzanne,12/27/1967,65,FALSE,0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,229293
19984,spotify:track:0MKGH8UMfCnq5w7nG06oM5,38,Come As You Are,9/26/1991,77,FALSE,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
19985,spotify:track:11LmqTE2naFULdEP94AUBa,31,Heart-Shaped Box,9/21/1993,74,FALSE,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,281160
19988,spotify:track:1VA38sp5Jr6vWxgoIcnxKN,10,Just A Girl,10/10/1995,64,FALSE,0.641,0.914,2,-4.798,1,0.05,0.0799,6.54E-05,0.132,0.723,107.996,208400
20009,spotify:track:4cMHCRLPNoEbpnl2rz6GS9,11,Back on the Chain Gang - 2007 Remaster,1984,63,FALSE,0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,231120
20024,spotify:track:5izGeTxueiFX1UPFGohY9w,10,Addicted To Love,1/1/1985,70,FALSE,0.702,0.578,2,-13.415,1,0.031,0.382,5.89E-06,0.0425,0.975,111.617,363640
20036,spotify:track:0RdUX4WE0fO30VnlUbDVL6,17,Still Loving You,11/4/2011,72,FALSE,0.282,0.605,6,-4.916,0,0.0294,0.0047,0.00144,0.103,0.0783,103.929,403453
20038,spotify:track:285hMzLhJwHVLe9QT9qilk,11,Breakeven,7/14/2008,71,FALSE,0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261427
20042,spotify:track:4fxF8ljwryMZX5c9EKrLFE,12,Boombastic,7/11/1995,68,FALSE,0.866,0.538,2,-16.183,1,0.36,0.242,1.67E-05,0.316,0.78,158.323,249933
20048,spotify:track:2BydLQAh7CUIFvSEqAMc4x,14,If You Want Me to Stay,6/30/1973,64,FALSE,0.843,0.48,11,-11.574,0,0.0492,0.28,0.000782,0.108,0.762,101.993,180493
20049,spotify:track:6GtX0jaNL8IjVQfrDBx81z,20,Bullet With Butterfly Wings - Remastered 2012,1995,71,FALSE,0.404,0.72,10,-9.18,0,0.0623,5.59E-05,0.836,0.0466,0.475,121.864,258467
20050,spotify:track:7bu0znpSbTks0O6I98ij0W,17,"Tonight, Tonight - Remastered 2012",1995,68,FALSE,0.277,0.67,6,-9.381,1,0.0376,6.28E-05,0.751,0.237,0.217,148.342,254627
20056,spotify:track:1I7zHEdDx8Ny5RxzYPqsU2,20,Reelin' In The Years,1/1/1972,72,FALSE,0.523,0.758,2,-9.81,1,0.0403,0.133,0,0.0952,0.766,135.437,277267
20058,spotify:track:4c4jJJoaiY21t2TyRZgdWS,18,Magic Carpet Ride,10/1/1968,71,FALSE,0.64,0.651,4,-14.981,0,0.0517,0.142,0.28,0.0341,0.801,111.676,271573
20059,spotify:track:66LhCsc06aTa2Ig7iYPDSP,11,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,7/27/1981,60,FALSE,0.631,0.597,4,-7.382,0,0.026,0.379,0.00273,0.146,0.665,107.26,244440
20061,spotify:track:6vcdzohhBSbNdsZBh5IRpQ,10,Back for Good - Radio Mix,5/8/1995,70,FALSE,0.6,0.504,5,-9.761,1,0.0292,0.308,0,0.137,0.547,78.961,242267
20075,spotify:track:3dmqIB2Qxe2XZobw9gXxJ6,18,Mary Jane's Last Dance,5/20/2008,73,FALSE,0.464,0.655,7,-9.058,0,0.0608,0.0272,1.34E-06,0.328,0.531,169.515,273600
20077,spotify:track:5CGpPUcUahMuLzkNK9ZgPP,14,Dear Mr. Fantasy,1967,61,FALSE,0.24,0.615,2,-14.117,1,0.0677,0.171,0.0125,0.0801,0.768,166.657,334000
20087,spotify:track:7oOEFDLSQscl0uGulnIEmG,10,Love & Hate,7/15/2016,65,FALSE,0.278,0.494,7,-7.853,0,0.029,0.157,0.000407,0.173,0.527,169.661,427093
20088,spotify:track:1fr92Vupmcs2vgLMFVQ7rd,10,In the Shadows,3/24/2003,68,FALSE,0.6,0.796,2,-4.481,1,0.0275,0.000109,5.20E-05,0.484,0.75,105.991,257920
20110,spotify:track:3Xls4cNOwy01dtrNXb1inG,28,White Room,7/1/1968,73,FALSE,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,298333
20111,spotify:track:0yEhNqCwEfy8LHUmnZoHpP,12,Bohemian Like You,1/1/2000,65,FALSE,0.584,0.931,9,-6.158,1,0.0344,0.00315,0.772,0.133,0.694,131.275,211707
20113,spotify:track:5PMKzsUsTpZZGsCcJBuhP2,11,"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",5/29/1999,62,TRUE,0.854,0.543,8,-6.166,0,0.0844,0.0402,5.73E-05,0.0419,0.868,103.032,243733
20115,spotify:track:1OZSVl0JJ1MBzibpuhmmXb,14,One Day Like This,1/1/2008,64,FALSE,0.425,0.651,10,-6.131,1,0.0287,0.105,0,0.138,0.366,159.363,394173
20126,spotify:track:2fAIfPLrPUTW1AmJRR428Q,27,Ruby,1/1/2007,66,FALSE,0.451,0.939,5,-2.82,0,0.0512,0.00673,4.85E-06,0.0774,0.448,93.416,204200
20132,spotify:track:5xoUgPXbMNUmoHU0Enwtwq,27,She Moves In Her Own Way,1/1/2006,70,FALSE,0.41,0.803,7,-5.363,1,0.0623,0.239,0,0.103,0.814,153.315,169307
20134,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,20,3AM,10/1/1996,70,FALSE,0.521,0.673,8,-8.685,1,0.0284,0.00573,0,0.12,0.543,108.031,225947
20138,spotify:track:1mvyqSb1tOvtVP1qfWEyPa,13,1901,2009,63,FALSE,0.607,0.835,0,-5.427,1,0.0415,0.0588,4.71E-05,0.195,0.719,144.087,193120
20146,spotify:track:1a6Jt6USVGKzbjYpcKMwPB,18,The Seed (2.0),11/26/2002,64,TRUE,0.758,0.957,7,-2.282,1,0.0357,0.039,0,0.133,0.966,111.119,267933
20151,spotify:track:7kzKAuUzOITUauHAhoMoxA,44,Last Nite,7/30/2001,71,FALSE,0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,193051
20152,spotify:track:56NkIxSZZiMpFP5ZNSxtnT,21,Someday,7/30/2001,66,FALSE,0.542,0.531,9,-7.481,1,0.0301,0.0033,1.51E-06,0.338,0.671,105.97,183391
20153,spotify:track:4e9eGQYsOiBcftrWXwsVco,17,Aerials,9/4/2001,73,FALSE,0.364,0.922,0,-4.217,0,0.0566,0.000918,0.035,0.0696,0.227,79.342,235053
20173,spotify:track:1AM8QdDFZMq6SrrqUnuQ9P,12,Feeling Good,2/8/2005,70,FALSE,0.535,0.548,1,-6.51,1,0.037,0.533,1.48E-06,0.123,0.477,115.144,237333
20182,spotify:track:2QgNcjwEn0vGmTommfszQd,12,Lose It,9/4/2015,63,FALSE,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31E-05,0.333,0.171,87.857,229935
20187,spotify:track:45yEy5WJywhJ3sDI28ajTm,24,Here Comes The Sun - Remastered,9/26/1969,4,FALSE,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
20195,spotify:track:2mIrfke7vosXAEWfz6ucyo,13,Lovesong - Remastered,5/2/1989,65,FALSE,0.611,0.791,9,-7.7,0,0.0286,0.326,0.862,0.217,0.856,140.12,208267
20201,spotify:track:6WK9dVrRABMkUXFLNlgWFh,34,Enjoy the Silence,9/28/1998,72,FALSE,0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,255133
20205,spotify:track:6fNhZRFEkBfgW39W3wKARJ,26,Pompeii,1/1/2013,72,FALSE,0.679,0.715,9,-6.383,1,0.0407,0.0755,0,0.271,0.571,127.435,214148
20216,spotify:track:6BnONjR7itGMEqwxKTIlRM,14,Safe And Sound,2013,1,FALSE,0.653,0.822,0,-4.857,1,0.033,0.00021,0.0047,0.0838,0.762,117.949,192790
20219,spotify:track:62yJjFtgkhUrXktIoSjgP2,36,Radioactive,9/4/2012,77,FALSE,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,186813
20220,spotify:track:0nLiqZ6A27jJri2VCalIUs,32,Nothing Else Matters,8/12/1991,79,FALSE,0.553,0.362,4,-11.218,0,0.0263,0.0458,6.01E-06,0.075,0.158,142.352,388267
20223,spotify:track:0bXFIF7iL17TYLyx8JHziM,15,Patty Cake,3/31/2017,66,TRUE,0.806,0.77,1,-6.464,0,0.19,0.0252,0,0.0645,0.406,152.094,198110
20225,spotify:track:21kOVEG3bDCVphKhXL8XmQ,20,Walk,8/24/2018,72,TRUE,0.831,0.795,1,-6.186,1,0.264,0.221,0,0.291,0.744,160.063,96064
20226,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO,17,Splashin,3/22/2019,71,TRUE,0.942,0.382,10,-8.099,1,0.564,0.00192,0,0.092,0.379,100.017,177864
20227,spotify:track:5gQcxYXqnofyocKgEbGYKt,11,Bounce Out With That,9/7/2018,71,TRUE,0.864,0.664,8,-7.315,1,0.104,0.0476,0,0.0863,0.381,94.932,99108
20228,spotify:track:3EikYy40GMSp8l5mDV6IQo,32,Foot Fungus,11/30/2018,71,TRUE,0.881,0.623,1,-9.662,1,0.119,0.257,1.50E-06,0.0964,0.745,88.953,129547
20229,spotify:track:0AphwbfFSlGgGDlXGeiEpu,10,Bands,8/24/2018,65,TRUE,0.834,0.457,10,-10.775,1,0.572,0.21,0,0.0641,0.533,158.008,98734
20230,spotify:track:1kBbgxAUc4HQv7cgIayIDH,18,Ransom,6/4/2019,10,TRUE,0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,131280
20233,spotify:track:2gQYziDV5cSTRSqr6akzi5,24,Take A Step Back,2/2/2018,74,TRUE,0.8,0.591,6,-8.808,1,0.271,0.111,0,0.429,0.747,117.003,210387
20234,spotify:track:2EUNZfjPToKZIahK0WMLKd,10,Ned Flanders (feat. A$AP Ferg),10/26/2018,64,TRUE,0.936,0.495,1,-6.062,1,0.229,0.0254,0,0.087,0.299,139.951,161013
20235,spotify:track:3wGXyJGsCf1myH5MooQIqE,20,The Race,12/14/2017,72,TRUE,0.766,0.606,9,-6.064,1,0.456,0.00266,0,0.166,0.352,160.223,140000
20236,spotify:track:2INqEk4ko5AsGVLBsiKiQe,18,Audi.,9/29/2017,68,TRUE,0.793,0.366,7,-10.051,1,0.136,0.0214,0,0.0964,0.278,122.991,159522
20237,spotify:track:5hwUsRKvnO5yThjVrxHQVt,18,Unbothered,11/30/2018,73,TRUE,0.884,0.445,1,-10.58,0,0.418,0.222,0,0.112,0.851,125.008,138427
20238,spotify:track:5DSfqrLkUHLZ9bW0SS3rVy,10,Ransom (with Juice WRLD) - Remix,8/15/2019,1,TRUE,0.683,0.667,2,-6.436,0,0.276,0.0105,0,0.076,0.373,180.005,171227
20240,spotify:track:67cpn8ZBO7QU67jky8Fh47,18,How You Feel? (Freestyle) (feat. Lil Yachty & Ski Mask The Slump God),7/30/2019,65,TRUE,0.949,0.425,5,-7.393,1,0.224,0.0295,0,0.106,0.621,124.927,135023
20242,spotify:track:14mHfNsSHN0FbLftyjrV9g,28,Leave Me Alone,9/4/2018,74,TRUE,0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637
20243,spotify:track:7oJrVhiTPZGBXWPwhxjy9S,31,Lust,12/12/2017,77,TRUE,0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,156000
20246,spotify:track:32OkBQinMWqa7ZydEkHqVi,10,Hard (feat. Tay-K and BlocBoy JB),3/22/2018,63,TRUE,0.886,0.542,1,-5.424,1,0.338,0.113,0,0.151,0.314,83.519,138997
20248,spotify:track:3to5UxKsozb4T6CfwHuhLJ,11,Kamikaze,10/19/2018,74,TRUE,0.792,0.571,8,-7.539,0,0.094,0.301,0,0.1,0.556,99.999,139200
20250,spotify:track:2JvzF1RMd7lE3KmFlsyZD8,87,MIDDLE CHILD,1/23/2019,83,TRUE,0.837,0.364,8,-11.713,1,0.276,0.149,0,0.271,0.463,123.984,213594
20251,spotify:track:22An65gG31JLf9n18qjdhZ,18,BAD!,12/7/2018,69,FALSE,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246
20253,spotify:track:1D23GEeQ32aqLw5ZnY3Ivp,11,COOLEST MONKEY IN THE JUNGLE,5/11/2018,63,TRUE,0.893,0.676,9,-4.867,0,0.227,0.324,0,0.0968,0.804,125.923,152213
20259,spotify:track:22WV03i2lBbwNVCE1g671p,15,151 Rum,11/26/2018,69,TRUE,0.756,0.867,7,-3.626,1,0.162,0.155,0.00285,0.33,0.666,129.983,156780
20260,spotify:track:5aXgz1oKK8Q9z9xvTmSnrO,46,Topanga,11/9/2018,74,TRUE,0.755,0.615,4,-8.245,1,0.0454,0.00587,1.75E-06,0.109,0.039,105.955,215364
20267,spotify:track:7ms3VzLTfr7fXNOqA4Mkx9,14,Creeping (feat. Rich the Kid),3/23/2018,70,TRUE,0.729,0.687,8,-8.06,0,0.25,0.0108,0,0.162,0.683,160.085,179831
20268,spotify:track:1Knctxx9vGZxpZfF66BIEa,45,Legends,6/22/2018,82,TRUE,0.594,0.798,4,-5.244,1,0.0844,0.115,0,0.143,0.381,142.049,191840
20269,spotify:track:7rvyVWja33WG9R97oeJAjx,27,Envy Me,5/31/2019,76,TRUE,0.74,0.488,1,-7.664,0,0.27,0.234,0,0.241,0.584,149.042,120133
20271,spotify:track:6rz0dTA0PdhXImFV5EjM0w,30,Hide (feat. Seezyn),12/14/2018,76,FALSE,0.715,0.639,5,-5.017,0,0.0752,0.0622,0,0.157,0.151,149.996,205800
20285,spotify:track:4TnUqDwu2XGgtCnSL4UIaa,17,Brothers (feat. Luh Kel),7/12/2019,65,TRUE,0.889,0.478,8,-10.342,1,0.246,0.42,0,0.0685,0.779,121.017,134380
20287,spotify:track:6nsyYPCDUSacgXci9mvWln,31,Whip A Tesla,5/31/2019,74,TRUE,0.814,0.527,9,-7.001,0,0.328,0.179,0.000512,0.0767,0.54,170.063,153733
20288,spotify:track:2iObjOsy2vpsariW4Y7hQg,32,Costa Rica,1/10/2020,69,TRUE,0.888,0.516,11,-10.228,0,0.41,0.148,0,0.106,0.606,127.803,114865
20289,spotify:track:0aMHIW1lqrulVCx0LLlr6a,45,Cocoa Butter Kisses,4/30/2013,72,TRUE,0.679,0.645,6,-7.777,0,0.222,0.0518,0,0.145,0.203,125.795,307188
20296,spotify:track:7KOlJ92bu51cltsD9KU5I7,19,T-Shirt,1/27/2017,69,TRUE,0.865,0.687,10,-3.744,0,0.217,0.242,0,0.158,0.486,139.023,242407
20297,spotify:track:3rOSwuTsUlJp0Pu0MkN8r8,13,Mask Off,8/4/2017,47,TRUE,0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,204600
20299,spotify:track:4DTpngLjoHj5gFxEZFeD3J,13,Codeine Dreaming (feat. Lil Wayne),11/24/2017,69,TRUE,0.736,0.604,1,-7.357,0,0.222,0.0652,6.43E-05,0.124,0.574,155.007,264532
20303,spotify:track:5yK37zazHUe3WxEvymZs20,24,Bad Idea (feat. Chance the Rapper),7/26/2019,65,TRUE,0.732,0.464,7,-8.591,0,0.301,0.309,0,0.107,0.353,82.494,234615
20304,spotify:track:1h2LHhmyAXi8tPNLi806JA,12,"Shadow Man (feat. Phoelix, Smino & Saba)",8/12/2016,60,TRUE,0.611,0.454,0,-7.436,0,0.201,0.469,1.52E-06,0.189,0.444,93.004,311000
20310,spotify:track:0c6SqvH32BMgbEFvpHc2gs,29,Let Her Go,12/6/2019,76,TRUE,0.763,0.542,3,-6.753,0,0.148,0.639,0,0.113,0.504,142.031,122113
20375,spotify:track:28eg5bkYvIHT7HPmzZFwLN,18,Lonely Is The Night - Remastered,1981,64,FALSE,0.347,0.803,9,-4.923,1,0.0416,0.209,4.36E-06,0.116,0.672,85.362,281453
20377,spotify:track:1b7LMtXCXGc2EwOIplI35z,61,Stuck In The Middle With You,1/1/2009,73,FALSE,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893
20381,spotify:track:3yzbvFaSKn6WR6MhwJhbfV,15,Germs,6/29/1999,30,FALSE,0.672,0.88,5,-9.559,0,0.108,0.0571,7.04E-06,0.117,0.766,89.943,278560
20385,spotify:track:7ysIfWueKEzyhvUlAcelJz,17,Down With The Sickness,2002,45,TRUE,0.698,0.508,2,-7.438,1,0.137,0.527,0.000337,0.674,0.517,117.972,139573
20388,spotify:track:4t5lrf5rFX6JWAUPKCDlKk,17,Safety Dance,1/1/1998,59,FALSE,0.632,0.582,5,-13.461,1,0.044,0.0803,0.00351,0.0832,0.578,101.641,165507
20396,spotify:track:2wnsBaxrmkthIFAm6vqCuX,45,So Lonely,11/2/1978,65,FALSE,0.541,0.571,7,-8.308,1,0.16,0.0123,1.55E-06,0.0933,0.73,77.335,289587
20399,spotify:track:4WFVX3E568hdAixIj3U222,18,Strange Days,9/25/1967,54,FALSE,0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,186560
20415,spotify:track:3RTUfvRgq3pYTf7XY0FIcS,12,Lookin' Out My Back Door,7/25/1970,68,FALSE,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,152453
20427,spotify:track:4dRqYKhLVujxiBXcq50YzG,34,This Life,5/3/2019,68,FALSE,0.62,0.712,9,-6.434,1,0.1,0.228,3.39E-06,0.0561,0.83,170.234,268600
20430,spotify:track:5fqcIHU6DhQtFKVO5XSdQs,13,Roam,6/23/1989,57,FALSE,0.631,0.938,9,-5.573,1,0.0833,0.0447,7.87E-06,0.3,0.682,134.916,295133
20437,spotify:track:41kg2RvdwBuIv0OPpvBS4v,10,Time Bomb,8/15/1995,63,FALSE,0.646,0.962,9,-4.862,1,0.0536,0.138,0,0.471,0.961,164.79,144333
20442,spotify:track:4ZA0EXmjnZIYguEMf0Mc88,18,The Waiting,5/5/1981,53,FALSE,0.565,0.923,2,-4.535,1,0.0316,0.0357,0,0.354,0.722,119.971,238493
20446,spotify:track:25R5Tdr4K7ENb6umHzdCXn,24,Alive,10/21/2016,64,FALSE,0.508,0.762,6,-4.217,0,0.0489,0.254,0.000122,0.108,0.444,99.963,263520
20451,spotify:track:0ll8uFnc0nANY35E0Lfxvg,24,Somewhere Only We Know,1/1/2004,69,FALSE,0.453,0.655,9,-4.22,1,0.0259,0.0794,7.61E-06,0.0849,0.368,172.012,236160
20452,spotify:track:0gCJkpD0RhF2rjiALLHBQL,12,Almost Cut My Hair,3/11/1970,62,FALSE,0.47,0.471,7,-10.484,1,0.0437,0.183,0.00927,0.164,0.574,136.828,269173
20453,spotify:track:34b3a3Pz9Jlz0092LMyNAB,24,What's Going On,5/21/1971,69,FALSE,0.265,0.824,1,-5.654,0,0.0991,0.0991,0,0.359,0.811,203.206,232600
20454,spotify:track:2kh0u2d2YKQ7BCqeLPdHk6,12,Breakout,11/2/1999,59,FALSE,0.421,0.938,11,-4.212,0,0.0522,5.18E-05,0.00291,0.124,0.427,156.794,200800
20464,spotify:track:7FESgYLcOufHqKlwrvJN60,21,Feel It Still,3/2/2017,64,FALSE,0.78,0.798,1,-5.151,0,0.0613,0.0406,6.31E-05,0.0733,0.771,78.969,163251
20472,spotify:track:3SkDCAsph6e4ExoUQ1dVW0,13,Clorox Wipe,6/12/2020,53,FALSE,0.894,0.571,2,-5.629,0,0.0681,0.04,0.000503,0.0921,0.884,120.045,271880
20479,spotify:track:6mFkJmJqdDVQ1REhVfGgd1,70,Wish You Were Here,9/12/1975,76,FALSE,0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,334744
20483,spotify:track:6lFZbCc7pn6Lme1NP7qQqQ,42,You Can't Always Get What You Want,12/5/1969,68,FALSE,0.32,0.62,0,-9.686,1,0.0594,0.64,6.36E-05,0.253,0.472,86.327,448720
20493,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,37,Into the Mystic - 2013 Remaster,1970-02,73,FALSE,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,205613
20499,spotify:track:2sNhYJ2ggd9BadlTXU3Mah,10,The Dreamer (feat. Talib Kweli & Timan Family Choir),1/15/2016,56,TRUE,0.52,0.778,9,-4.161,1,0.26,0.324,0,0.896,0.388,164.677,339973
20510,spotify:track:460Wn6Dq2uMviG5nPXtPnb,11,Better Days (And the Bottom Drops Out),2/26/1999,56,FALSE,0.758,0.896,9,-3.311,1,0.0501,0.173,3.18E-05,0.136,0.797,94.911,207027
20522,spotify:track:22CIOfLZB9z8He7WgHYAgH,14,Two Tickets to Paradise,1977,66,FALSE,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093
20536,spotify:track:0wJyFu6JHwUoKQN5X3uzVe,20,How Bizarre,1/1/1996,56,FALSE,0.783,0.676,0,-7.737,1,0.0469,0.269,0,0.5,0.824,124.922,224200
20542,spotify:track:2fl0B0OaXjWbjHCQFx2O8W,14,Summer Friends (feat. Jeremih & Francis & The Lights),5/27/2016,61,TRUE,0.693,0.426,8,-12.476,1,0.302,0.675,1.03E-05,0.115,0.477,144.796,290316
20546,spotify:track:4DbhxwlkhTbCTqlZptxmI6,18,Swing,3/22/2019,72,FALSE,0.729,0.616,8,-6.422,1,0.249,0.458,0,0.082,0.532,106.486,155058
20547,spotify:track:7alOsNr36sJ8CyOEP4aILq,16,ODIO,6/28/2019,68,FALSE,0.74,0.698,6,-3.838,0,0.0388,0.215,0,0.116,0.529,139.99,270400
20548,spotify:track:3g4UyIcQwutiG0TfW32GnX,15,Esclavo de Tus Besos,2/15/2019,69,FALSE,0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302
20549,spotify:track:6SYSu569pfYdkDT9A5lZqi,14,CUIDAO POR AHÍ,6/28/2019,68,FALSE,0.845,0.813,4,-2.979,0,0.077,0.111,0.00241,0.174,0.586,90.98,198320
20550,spotify:track:0uIfrUwwg0Z7KTitul7E3T,17,YO LE LLEGO,6/28/2019,69,FALSE,0.785,0.792,9,-4.695,0,0.0641,0.0104,0,0.104,0.528,155.036,249600
20551,spotify:track:0fgsKar6uBO08vzHXkTjWi,20,P FKN R,2/28/2020,71,TRUE,0.82,0.635,5,-5.749,0,0.0772,0.409,0,0.244,0.528,101.024,258280
20552,spotify:track:0FktnzDqjClqU6iqOZVEs2,50,BYE ME FUI,5/10/2020,83,TRUE,0.712,0.599,5,-6.342,0,0.112,0.412,2.15E-05,0.103,0.588,179.788,178000
20553,spotify:track:5l9c6bJmzvftumhz4TMPgk,37,Harvest Moon,11/2/1992,71,FALSE,0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,303213
20587,spotify:track:0wJoRiX5K5BxlqZTolB2LD,32,Purple Haze,5/12/1967,72,FALSE,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813
